         985027882 function calls (967092260 primitive calls) in 990.551 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:40(BaseSpecifier)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\threading.py:966(_stop)
       12    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\six.py:194(find_spec)
        4    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3829(__init__)
        3    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\cuda\__init__.py:295(get_device_properties)
        4    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:136(_declare_state)
        3    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3164(__init__)
        8    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3508(__str__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:927(exec_module)
       28    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\tensorboard\compat\tensorflow_stub\io\gfile.py:805(flush)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\enum.py:160(<setcomp>)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\argparse.py:580(_format_args)
        2    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1288(addParseAction)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\_structures.py:4(<module>)
        2    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\genericpath.py:27(isfile)
        3    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:1900(has_metadata)
        6    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:433(__delitem__)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\argparse.py:1364(_add_action)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\argparse.py:1740(parse_known_args)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2991(__init__)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\tensorboard\compat\tensorflow_stub\compat\__init__.py:37(as_bytes)
        2    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\argparse.py:1533(__init__)
       28    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:458(__bool__)
        2    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4214(copy)
       10    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.001    0.001 X:\Anaconda\envs\marl_cav\lib\abc.py:151(register)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\extern\__init__.py:1(<module>)
       30    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        5    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\codecs.py:259(__init__)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\argparse.py:793(__init__)
        1    0.000    0.000    0.052    0.052 X:\Anaconda\envs\marl_cav\lib\logging\__init__.py:852(handle)
        2    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\optim\adam.py:34(__init__)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\contextlib.py:129(contextmanager)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\queue.py:199(_init)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\_structures.py:7(InfinityType)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4268(postParse)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\threading.py:1076(name)
        2    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\tokenize.py:385(find_cookie)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:1707(ZipProvider)
        7    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       25    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\version.py:106(LegacyVersion)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:825(get_filename)
        5    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\_collections_abc.py:252(__subclasshook__)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\tensorboard\compat\tensorflow_stub\compat\__init__.py:61(as_text)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:1383(NullProvider)
       16    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:2355(_cygwin_patch)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:669(create_module)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2765(Regex)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\threading.py:1136(daemon)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:958(Environment)
        8    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\version.py:468(<genexpr>)
      142    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\configparser.py:368(before_read)
        3    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1877(__mul__)
        2    0.000    0.000    0.000    0.000 ..\highway_env\envs\common\abstract.py:94(default_config)
        3    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2376(__init__)
       15    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\_collections_abc.py:302(__subclasshook__)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\warnings.py:119(filterwarnings)
        1    0.000    0.000    0.000    0.000 <ipython-input-1-9f27055c2193>:65(<listcomp>)
       12    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\init.py:109(uniform_)
        1    0.000    0.000    0.001    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:263(LegacySpecifier)
       12    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\extern\__init__.py:15(search_path)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\cuda\__init__.py:96(<listcomp>)
       14    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\configparser.py:1338(__iter__)
       13    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:506(haskeys)
        5    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3032(__str__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:908(__init__)
        1    0.000    0.000    0.001    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:2436(EntryPoint)
        1    0.000    0.000    0.021    0.021 X:\Anaconda\envs\marl_cav\lib\site-packages\pythoncom.py:2(<module>)
        4    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1841(__radd__)
        3    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\gettext.py:506(translation)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\cuda\__init__.py:85(_check_cubins)
        5    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4292(__init__)
      6/2    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4183(streamline)
        1    0.000    0.000    0.002    0.002 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\core\computation\check.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(manifest_mod)
       33    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:317(__getitem__)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\enum.py:464(_find_new_)
       13    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\argparse.py:1555(_add_action)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\argparse.py:2352(_get_formatter)
       25    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\fromnumeric.py:3265(_mean_dispatcher)
        3    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:755(copy)
        2    0.000    0.000    0.072    0.036 ..\highway_env\envs\highway_env_v1.py:21(__init__)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3368(And)
       20    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\argparse.py:1282(_registry_get)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3256(ParseExpression)
        4    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2020(__invert__)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:552(WorkingSet)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\logging\__init__.py:329(getMessage)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\logging\__init__.py:1530(getEffectiveLevel)
        6    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\argparse.py:835(__init__)
        2    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\activation.py:97(__init__)
        2    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\_bootlocale.py:11(getpreferredencoding)
       25    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\fromnumeric.py:3376(_std_dispatcher)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\utils\tensorboard\writer.py:128(flush)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\sysconfig.py:612(get_platform)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\cuda\__init__.py:266(get_device_name)
        1    0.000    0.000    0.002    0.002 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\compat\_optional.py:61(import_optional_dependency)
       65    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1366(postParse)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\_collections_abc.py:271(__subclasshook__)
       15    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\threading.py:248(_release_save)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\tensorboard\summary\writer\record_writer.py:23(__init__)
        2    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\gym\envs\registration.py:126(spec)
        2    0.000    0.000    0.000    0.000 ..\highway_env\envs\highway_env_v1.py:26(default_config)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3061(__init__)
        3    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\enum.py:419(_get_mixins_)
        3    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\gettext.py:572(dgettext)
       10    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\collections\__init__.py:420(<genexpr>)
        3    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\cuda\_utils.py:8(_get_device_index)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\cuda\random.py:108(cb)
        7    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\utils\tensorboard\writer.py:135(close)
        2    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\gym\envs\registration.py:16(load)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2439(Keyword)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3715(ParseElementEnhance)
        2    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\IPython\core\hooks.py:139(__call__)
        2    0.000    0.000    0.000    0.000 ..\highway_env\envs\highway_env_v1.py:299(default_config)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:386(get_build_platform)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\_structures.py:48(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\win32comext\shell\__init__.py:2(<module>)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\plistlib.py:312(_PlistParser)
        1    0.000    0.000    0.003    0.003 X:\Anaconda\envs\marl_cav\lib\site-packages\tensorboard\lazy.py:92(wrapper)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:104(_IndividualSpecifier)
       10    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\argparse.py:1950(<listcomp>)
       12    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        8    0.000    0.000    0.000    0.000 {built-in method _stat.S_IMODE}
        2    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\numpy\core\numerictypes.py:232(obj2sctype)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\enum.py:114(__prepare__)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:1124(ResourceManager)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\extern\__init__.py:10(__init__)
        2    0.000    0.000    0.073    0.036 X:\Anaconda\envs\marl_cav\lib\site-packages\gym\envs\registration.py:183(make)
        1    0.000    0.000    0.000    0.000 <ipython-input-2-60ff2ee6e95e>:13(<module>)
        1    0.000    0.000    0.001    0.001 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:1687(MemoizedZipManifests)
       12    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\version.py:318(<genexpr>)
       12    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:315(__init__)
       12    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3513(<genexpr>)
        3    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\locale.py:379(normalize)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4141(Forward)
        2    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\_collections_abc.py:349(__subclasshook__)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\threading.py:1120(daemon)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\argparse.py:1480(_pop_action_class)
        2    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\IPython\utils\ipstruct.py:125(__getattr__)
        8    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISFIFO}
       10    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\argparse.py:1843(consume_optional)
        6    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\argparse.py:2286(_get_value)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\multiprocessing\process.py:35(current_process)
        4    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3015(parseImpl)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4163(__lshift__)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1972(__xor__)
        2    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\logging\__init__.py:809(acquire)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\argparse.py:202(__init__)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\logging\__init__.py:120(getLevelName)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\logging\__init__.py:1456(addHandler)
        3    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\six.py:91(__get__)
      2/1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3939(parseImpl)
       10    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\collections\__init__.py:422(<genexpr>)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\enum.py:65(__init__)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\logging\__init__.py:190(_checkLevel)
        2    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\argparse.py:1354(add_argument_group)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\tensorboard\compat\tensorflow_stub\io\gfile.py:822(close)
        4    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\enum.py:28(_is_dunder)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\argparse.py:1713(_add_action)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\tensorboard\summary\writer\record_writer.py:45(close)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:3255(_initialize)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:205(ParseBaseException)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:3020(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:257(VersionConflict)
        2    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\six.py:195(load_module)
        6    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\cuda\__init__.py:338(device_count)
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        8    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4783(<genexpr>)
        4    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\enum.py:36(_is_sunder)
        2    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\logging\__init__.py:705(filter)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\extern\__init__.py:4(VendorImporter)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3465(parseImpl)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4197(__str__)
        3    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\argparse.py:1484(_get_handler)
        2    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\imp.py:107(<listcomp>)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\logging\__init__.py:548(formatMessage)
        7    0.000    0.000    0.001    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\tensorboard\summary\writer\event_file_writer.py:123(close)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pandas\_config\config.py:86(_get_single_key)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\appdirs.py:407(AppDirs)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\imp.py:48(new_module)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\cuda\__init__.py:345(get_arch_list)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\extern\__init__.py:57(install)
        3    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:644(__getattr__)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\nn\modules\activation.py:1259(__init__)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3444(Or)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3818(NotAny)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\argparse.py:1493(_check_conflict)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2606(Word)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3458(__init__)
        2    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:1912(_warn_on_replacement)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3213(WordStart)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\argparse.py:564(_metavar_formatter)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:2102(NoDists)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:302(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\six.py:469(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3046(White)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3591(Each)
        2    0.000    0.000    0.426    0.213 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:3250(_call_aside)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\_compat.py:34(__new__)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3523(MatchFirst)
        7    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\argparse.py:573(format)
        3    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\torch\_utils.py:461(_get_device_index)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\argparse.py:1920(consume_positionals)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\multiprocessing\process.py:146(name)
        1    0.000    0.000    0.003    0.003 X:\Anaconda\envs\marl_cav\lib\site-packages\tensorboard\lazy.py:64(__getattr__)
       14    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\configparser.py:1179(converters)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:1882(FileMetadata)
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        8    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\version.py:532(<genexpr>)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\packaging\version.py:61(InvalidVersion)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4234(Combine)
        1    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\__init__.py:1660(ZipManifests)
        7    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        3    0.000    0.000    0.000    0.000 X:\Anaconda\envs\marl_cav\lib\site-packages\pkg_resources\_vendor\six.py:184(find_module)
